"0","2253584321","Sat Jun 20 08:24:52 PDT 2009","NO_QUERY","jacoboconnell","Just got back from  a short little bike ride, it started raining. "
"0","2000890991","Mon Jun 01 23:14:29 PDT 2009","NO_QUERY","xCupCake3X","Back to work "
"4","1823046161","Sat May 16 20:59:24 PDT 2009","NO_QUERY","katiebeth1017","Nothing was better than laying beside my boyfriend on a blanket at the park and talking "
"0","2017827817","Wed Jun 03 09:00:49 PDT 2009","NO_QUERY","PeteyG284","@DeeKaRmA lol  its all good ain't no luv lost u still my tweety."
"0","1978741518","Sun May 31 00:18:47 PDT 2009","NO_QUERY","Dr_Jared","@nelsonsito im trying!!!!!!!!! i did like 6 of them! "
"4","1834107864","Mon May 18 01:39:30 PDT 2009","NO_QUERY","itsmichellepark","@mpolinar I'll sing to you  but ur ears might bleed"
"4","2177164136","Mon Jun 15 05:34:56 PDT 2009","NO_QUERY","LenaWe","Sushi till lunch "
"4","2186387637","Mon Jun 15 18:46:02 PDT 2009","NO_QUERY","divva18","taken it down for the night. Goodnight my twitter friends "
"4","1957250658","Thu May 28 23:57:10 PDT 2009","NO_QUERY","JoNahMe","@conniegella Can we switch? I like the sun and hate the winter - for me spring and summer, maybe a bit of autumn is enough. "
"0","2244320073","Fri Jun 19 14:35:30 PDT 2009","NO_QUERY","lisaaxx","@AltPress :O i feel left out "
"4","1574026625","Tue Apr 21 03:56:58 PDT 2009","NO_QUERY","wolfcat","@jonoh what about abc iview "
"4","2064302707","Sun Jun 07 05:52:44 PDT 2009","NO_QUERY","sanatawileh","@MXML Not illegal, the security told me that big cams are forbidden, not phones! "
"0","2215979940","Wed Jun 17 18:52:48 PDT 2009","NO_QUERY","ivankamenken","trying to figure out how to automate the check for duplicate records in #salesforce to keep the DB clean.. doesn't seem to work "
"0","2061599024","Sat Jun 06 21:12:21 PDT 2009","NO_QUERY","wizputer","@brandonbowers everything good even from my childhood is no longer near the quality it used to be... "
"0","2000830681","Mon Jun 01 23:04:45 PDT 2009","NO_QUERY","ShinesFresh","@sexinstilettos Is SOOOOOOO MEAN to Lucy... Lucy is just like Doug! All she wants is LOVE n this bitch aint givin NONE!  LMFAOOO BITCH!"
"4","1880719678","Fri May 22 02:15:19 PDT 2009","NO_QUERY","hkolk","@Zawamura too bad I'm not in AMS today. Have fun there (and remember that they don't really serve coffee in coffeeshops  )"
"4","2184988929","Mon Jun 15 16:43:06 PDT 2009","NO_QUERY","ChiQueenDiva","All who are following.....NO SPAM. Thanks. You will be blocked. "
"0","2183637919","Mon Jun 15 14:46:51 PDT 2009","NO_QUERY","angelcityart","@Wachovia Can't call anyone. Wachovia took my phone bill money with illegal FEES. How many weeks for deposits to show????? "
"0","1685338399","Sat May 02 23:58:21 PDT 2009","NO_QUERY","misssiera311","@LiLi311 mannn u suck  :p lol tell him 2 get it 4 me too haha"
"4","2048117196","Fri Jun 05 14:41:22 PDT 2009","NO_QUERY","GsplGrl","@joebonsall Thank You for sharing the link Joe. Now - with tears flowing - will watch the you tube video of G.I. Joe and Lillie. HUGS "
"0","1826563903","Sun May 17 08:48:07 PDT 2009","NO_QUERY","cutechic29","Off to work... Again. Who am i gonna talk to.... Lisa's gone. "
"0","2253686349","Sat Jun 20 08:34:51 PDT 2009","NO_QUERY","rumpledoodles","@BoltClock why no more?  i love the chat bubbles cos theyre done so nicely!"
"4","1971279916","Sat May 30 06:42:36 PDT 2009","NO_QUERY","GrosenFriis","@hanstosti Ohhh, your cooking tweets make me hungry way too often "
"4","2072167481","Sun Jun 07 20:31:13 PDT 2009","NO_QUERY","BigBro18","...yep j can but I don't want to drop my iPod in so I guess I'm not gona use the net after all.  Tweet ya later!"
"0","1468894509","Tue Apr 07 04:17:01 PDT 2009","NO_QUERY","SpinSity","@iamjonathancook have fun tonight. I wish i could gooooo "
"4","1965878588","Fri May 29 16:42:40 PDT 2009","NO_QUERY","alphabitch","@richfinck Depends on how many of the quizzes you take in one sitting. "
"0","1971996770","Sat May 30 08:20:35 PDT 2009","NO_QUERY","Guarantee123","@Tiffanyco22 I'm Sorry , I wud of came dere now, but my car is n da shop "
"0","2190911139","Tue Jun 16 04:03:24 PDT 2009","NO_QUERY","paquisalom","I wish I could emotionally be just like everyone else  I'm too sensible..."
"0","2244309135","Fri Jun 19 14:34:39 PDT 2009","NO_QUERY","LittleMissDx","@blayze316 Sorry to hear your jaw is giving you pain!!! "
"4","2189822340","Tue Jun 16 01:00:09 PDT 2009","NO_QUERY","Just_Kell","@coendouma Rutger crashed  because of this kind of weather. Maybe you should focus on driving instead of making a photo "
"4","1677720295","Sat May 02 03:37:02 PDT 2009","NO_QUERY","roseflower7","wooo 12 followers!!!  thank youuu for following meee xxx"
"4","1968335071","Fri May 29 21:13:34 PDT 2009","NO_QUERY","SparksFanatic3","@Musiqgirl I KNOW WHAT I'M TALKIN ABOUT "
"4","2069993844","Sun Jun 07 16:54:38 PDT 2009","NO_QUERY","ang_devil","@30SECONDSTOMARS at home "
"0","1468575547","Tue Apr 07 02:30:26 PDT 2009","NO_QUERY","wakeuphate","@aventure That's windows for you... I get to deal with about 20 windows servers and 180 windows machines misbehaving every day..  shoot me"
"0","1932593010","Tue May 26 21:47:19 PDT 2009","NO_QUERY","TiffanyPitamber","12:46 AM and im stilldoing homework "
"0","1995017094","Mon Jun 01 12:49:09 PDT 2009","NO_QUERY","mister_harris","we at @siradio should be doing E3 coverage but we fail "
"4","2059249605","Sat Jun 06 16:32:59 PDT 2009","NO_QUERY","milkshakex3","@MszWallace yo i love that songgg  haha."
"0","2198561863","Tue Jun 16 16:15:03 PDT 2009","NO_QUERY","hey_itsCandice","whyy am I stressing about what to wear to this inteview tomorrow?! i'm so tired. my brains doing cartwheels again "
"0","1835468966","Mon May 18 06:03:43 PDT 2009","NO_QUERY","Telakiniya","not feeling well, lighthead and sick to my stomach.  also can't find my mp3 player transfer/charger cord or my sunglasses... Happy Monday"
"4","2001063175","Mon Jun 01 23:44:04 PDT 2009","NO_QUERY","jhalecullen","@AliceCullenlJ That's good to hear.. "
"0","2254535096","Sat Jun 20 09:54:01 PDT 2009","NO_QUERY","AdamSchwabe","Annoyed. Plan for impromptu massage this afternoon sullied by lack of availability for my fav guy "
"4","2047459705","Fri Jun 05 13:41:04 PDT 2009","NO_QUERY","AimyLeigh","@jellibeen92 oh yeah it was some song he made up for Taylor about Joe or something  do you like Taylor ?"
"0","1986593683","Sun May 31 19:02:58 PDT 2009","NO_QUERY","Samanthabowers","My computer just crashed. bye bye computer "
"4","1555788885","Sat Apr 18 20:41:49 PDT 2009","NO_QUERY","_kellylovee","just saw Slumdog Millionaire for the 5th time "
"4","2065249945","Sun Jun 07 08:12:25 PDT 2009","NO_QUERY","Worshipcity","@ashbeck a post-vacation vacation! Aw I'm so jealous  Tell Jeff to hit me up soon please! Haha"
"4","1977052010","Sat May 30 19:58:36 PDT 2009","NO_QUERY","nikkofelipe","@rhyantweets aww have fun! "
"4","2062264536","Sat Jun 06 22:45:14 PDT 2009","NO_QUERY","bodiegroup","@tinapetrakis I remember them having nice hardwood floors. remind me to tell you the funny snake story sometime. nt enuf characters here "
"4","1957219500","Thu May 28 23:51:39 PDT 2009","NO_QUERY","CasperMcFadden","@poetwist You are extraordinarily beautiful.  Thank *you*, Kayt "
"4","1989204013","Mon Jun 01 00:42:08 PDT 2009","NO_QUERY","lindsmartin","@SheDevil999 happy birthday! "
"0","1835891750","Mon May 18 06:57:55 PDT 2009","NO_QUERY","iamabirdgirl","@tsuei there were xi'an plans? anyway i think london in july is out for me because i can't take leave "
"4","1986284714","Sun May 31 18:36:44 PDT 2009","NO_QUERY","AKFirecracker","wishes you well, and will be a twitter sabbatical over the summer. See you in the fall! "
"0","2061383597","Sat Jun 06 20:45:17 PDT 2009","NO_QUERY","alb297",": movement hurts...stupid sun, burning me like that... "
"0","2282341713","Mon Jun 22 11:14:48 PDT 2009","NO_QUERY","Sternchen86","twitter sucks ... i can't follow my new friends  @peterfacinelli  see we got the same problem with new technology ;-))"
"0","2283468632","Mon Jun 22 12:40:00 PDT 2009","NO_QUERY","Forthelove_","Ayala designated for assignment, so that means he's off the 40-man roster. no more ayala...the funniest part of the bullpen is gone.  sad"
"0","1960466356","Fri May 29 08:00:32 PDT 2009","NO_QUERY","UtahPersonals","W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc"
"4","2069231655","Sun Jun 07 15:30:05 PDT 2009","NO_QUERY","maddie8676","Dinner with the family soon! I cannot wait until that special day this week. Then Friday-the 20th! "
"4","1981190876","Sun May 31 08:37:18 PDT 2009","NO_QUERY","mcvane","@avidbookreader  I think Twilight fans are making his books popular. :/"
"0","2002298981","Tue Jun 02 03:47:59 PDT 2009","NO_QUERY","QueenBxoxo","@xbllygbsnii ooo :$ times it at? "
"4","2058230259","Sat Jun 06 14:31:33 PDT 2009","NO_QUERY","ninirific","@forensicmama Could be. "
"4","2048007631","Fri Jun 05 14:31:07 PDT 2009","NO_QUERY","mattheweric","is watchin beauty&amp;the beast with my sister "
"4","2051529097","Fri Jun 05 22:14:23 PDT 2009","NO_QUERY","kimmiecubaby","@boutdatmoney  ok I guess u kno I dnt lyk it here tho "
"0","2253898116","Sat Jun 20 08:55:01 PDT 2009","NO_QUERY","huttah","work is cooking bacon and it smells so friggin good! i'm so hungry "
"0","2058526363","Sat Jun 06 15:06:57 PDT 2009","NO_QUERY","whenisingalong","I don't want to leave "
"0","1967904221","Fri May 29 20:25:16 PDT 2009","NO_QUERY","dseig20","@tahdeetz where have you been? i haven't seen any of your tweets on my twitterdeck "
"0","1675887645","Fri May 01 20:34:09 PDT 2009","NO_QUERY","Dee_Dee_3","@R_Boogie without me "
"0","2060576819","Sat Jun 06 19:10:02 PDT 2009","NO_QUERY","PaulinaRoarz","I'm really glad my sisters would not go to the NJ International Track and Field Meet with me tonight "
"0","2068926614","Sun Jun 07 14:57:18 PDT 2009","NO_QUERY","typicaldoll","@camisosa i hope so, he'll to be okay!! I love him, so much, i can't stopo crying, I need you bff, i need a hug, and I'M ALONE!! "
"0","1693430184","Sun May 03 22:31:28 PDT 2009","NO_QUERY","lunasgathering","Very sad about the accident at the Cowboys mini-camp.  Please send loads of positive energy to the Behm and DeCamillis families!"
"4","1979171028","Sun May 31 01:55:30 PDT 2009","NO_QUERY","rubiapeligrosa","Glad Diversity won last night  and as for the speedway, what a shocker!"
"4","1553861934","Sat Apr 18 15:24:51 PDT 2009","NO_QUERY","dirtyotter","Does anyone in leeds have a laser printer? Let me use it tomorrow! Please? "
"0","1686948612","Sun May 03 07:18:21 PDT 2009","NO_QUERY","petraaafied","is flustered. ESPN is not showing the little score thingy in the top left corner of the screen. bummer "
"4","2191789909","Tue Jun 16 05:58:34 PDT 2009","NO_QUERY","submono","@gregorylent Good question, no idea  I bought my Nokia in HK. But it should be possible. Just make sure to backup everything beforehand."
"0","1881596488","Fri May 22 05:05:05 PDT 2009","NO_QUERY","zuzluz","WHY WON'T RAGNHILD ANSWER ME?! "
"4","2053869645","Sat Jun 06 05:56:49 PDT 2009","NO_QUERY","smithatlanta","@larrywanzer That speedometer is huge. No excuses when the cop pulls you over for speeding. Nice looking car, BTW. Chick magnet "
"0","2212943734","Wed Jun 17 14:44:06 PDT 2009","NO_QUERY","TheyCallMeLes","I need to follow someone... this # of followers I got just aint cuttin it... I think thats y the &quot;nasty ppl keep followin me... "
"0","2191010001","Tue Jun 16 04:18:10 PDT 2009","NO_QUERY","gatte","@kimme always nice to hear that song, it's a good song, though it brings a lot of memories "
"0","1676954181","Fri May 01 23:51:15 PDT 2009","NO_QUERY","biancabarnett","my poor honey is still sick.  "
"0","2221038162","Thu Jun 18 04:33:43 PDT 2009","NO_QUERY","jakewhitlatch","@Geeke It's a sad, sad addiction I have "
"4","1564755589","Mon Apr 20 04:48:43 PDT 2009","NO_QUERY","aprilh1974","have i told you i have the best husband in the whole wide world? "
"0","2255085926","Sat Jun 20 10:44:20 PDT 2009","NO_QUERY","Nat1314","Just came back from cranking with @annamalgorzata through the hills and other places!  Now to plan for tomorrow's study "
"0","1997470724","Mon Jun 01 16:54:31 PDT 2009","NO_QUERY","Ally85","Want a MacBook soo much "
"4","1551211846","Sat Apr 18 08:26:49 PDT 2009","NO_QUERY","thingles","@Thebtls yes. "
"0","1823536938","Sat May 16 22:14:19 PDT 2009","NO_QUERY","zomg_its_steph","@andrewrabon : But they cost money... "
"0","2243514451","Fri Jun 19 13:32:46 PDT 2009","NO_QUERY","C_BHole","about tethering on the 1st Gen iPhone: take a look at Apples Support Document: http://tr.im/p6fM and you now this does not work "
"0","2251365336","Sat Jun 20 03:16:03 PDT 2009","NO_QUERY","robertbeever","Its that time again. Another assignment to do "
"0","1967620588","Fri May 29 19:54:56 PDT 2009","NO_QUERY","carmmy_d","Lata twitts.. im goin out now...y'all held me up long enough...I really don't wanna leave u guys "
"0","2230463910","Thu Jun 18 17:09:01 PDT 2009","NO_QUERY","mWare","@Elkae it's not raining. Finish your work! Gar. "
"0","2302618910","Tue Jun 23 17:03:40 PDT 2009","NO_QUERY","AaL17","@jonas_twilight3 hi!! today was like my last day at schooll  i wanna to leave it, but its hard, isnt it!?"
"0","1996316901","Mon Jun 01 14:53:03 PDT 2009","NO_QUERY","Cinnny","@thebeebee ahahhaha!! me + twitter = dangerous  I'm stopping now. mainly b/c I must go to class. hee"
"0","2067542239","Sun Jun 07 12:31:45 PDT 2009","NO_QUERY","PunditMom","Thought about hosting party at BlogHer with @mammaloves &amp; @jodifur, but then realized 2 many conflicts with so many other parties.  "
"4","2015951427","Wed Jun 03 05:52:18 PDT 2009","NO_QUERY","fletchleg","http://twurl.nl/udjd5v I've rediscovered dailybooth...yaaaay "
"0","1835981353","Mon May 18 07:08:26 PDT 2009","NO_QUERY","ieatedurcookie","is really bored "
